target,text
6,"if shed been honest with herself, she would have said that shed had been trying to avoid the whole coming out thing. after all, she was pretty comfortable in her life. anne really didnt want to rock the boat."
6,"a 2013 gallup poll showed that 60% of people supported samesex marriage, compared to 32% in 2004."
6,a first [second] concern is that the relationships of gay men and lesbians are dysfunctional and unhappy.
6,"opposition to samesex marriage is based on claims such as that homosexuality is unnatural and abnormal, that the recognition of samesex unions will promote homosexuality in society, and that children are better off when raised by oppositesex couples."
6,"you may still feel a bit strange using the word queer, for a variety of possible reasons."
6,nearly twothirds of the children of lgb parents are being raised by lesbian couples.
6,"a second [third] concern is that the relationships of gay men and lesbians are unstable."","
6,"in the earlier days of the gay rights movement, the word lesbian was so loaded with political and social meaning that people were leery of using it in public."
6,"my parents were a little upset at first but they were accepting. they had a lot of questions, but they took it really well."
6,"the australian census reports that there are around 33,700 samesex couples in australia, an increase of 61% since the 2006 census."
6,"lesbian is a political identity and not just about who you have sex with. i am a feminist and a lesbian, the two are not exclusive."
6,"yeah it can be weird, sometimes. im dating a woman and i dont know if im a lesbian or not."
6,"what we dont realize is that by leaving lesbian, we are rejecting our own legacy."
6,a swedish study of the children of lesbian parents found: this study does not indicate increased prevalence of mental disorders among the children of lesbian mothers.
6,"coming out was hard. i had it easier than a lot of people, but it still wasnt easy."
6,i had a best friend who was lesbian and i was worried that she would disown me if i told her i was questioning.
6,she was so afraid to come out that she told people she was just curious and not gay.
6,"later we were at a bar table with friends, and every time one of us needed a drink wed run off to the bar and shed secretly kiss me. ugh, its still one of the most magical gay things thats ever happened to me."
6,"in obergefell v. hodges (2015), the supreme court ruled that the fundamental right to marry applied to samesex couples."
6,studies also show that samesex couples are as likely as heterosexual couples to have stable relationships.
6,im a lesbian because i have no desire to date men and have sex with them.
6,"yeah, that was a strange time. i saw a lot of porn and i didnt know it was not how real lesbians were going to be."
6,"scientific studies show that the financial, psychological, and physical wellbeing of gay people are enhanced by marriage, and that the children of samesex parents benefit from being raised by married samesex couples within a marital union that is recognized by law and supported by societal institutions."
6,"in contrast, 33 countries (as of 2021) have gendered definitions of marriage in their constitutions that prevent samesex marriage, most enacted in recent decades as a preventative measure."
6,"marriage is governed on the state level, and the laws on samesex marriage in particular states have varied widely, with some states allowing samesex marriage, some states recognizing samesex marriages from other jurisdictions, and some states not recognizing samesex marriages."
6,"in the united kingdom, civil partnerships were created in 2004, and in 2013 samesex marriage was legalized."
6,"but with a timehonored label comes history and meaning; by leaving lesbian behind, we were rejecting, in part, a strong identity and legacy that we might have claimed as our own."
6,"as of may 2013, all states allow single people to adopt children."
6,"the ruling applied to all states, and samesex marriage was legal in all states."
6,"amy had been called a lesbian more than once, but had never really thought about it until she realized that she was a lesbian herself."
6,"the american psychological association states: samesex couples are remarkably similar to heterosexual couples in essential [psychological] dimensions; samesex couples are not less intelligent, less emotionally stable, or less mature than heterosexual couples."
6,"back then, i had a lot of internalized homophobia, and i had no idea that i was gay until i was an adult. in hs i did have a crush on this girl in my class but i was afraid to tell her i liked her."
6,"in other words, we shared a common sexual orientation, but little, if any, cultural affiliation. in the space between lesbian and queer, my friend and i located a world of difference in politics, gender presentation, and cosmopolitanism."
6,"in the majority of countries, it is legal to be gay."
6,"currently, the social and legal support for samesex marriage is not universal in the united states."
6,"for sure, i know i have been really lucky to have had the support of my family and friends and i know that not everyone is as lucky."
6,"janet didnt realize that she was lesbian until her late 20s. before then, she had no idea. shed had a lot of crushes on guys and went to an allgirls catholic high school and everyone was always talking about boys. she was confident that she was straight until her 26th birthday."
6,"in 2017, more than 2 million samesex marriages have occurred in the united states."
6,"to the contrary, studies that have compared partners from samesex couples to partners from heterosexual couples on standardized measures of relationship quality (such as satisfaction and commitment) have found partners from samesex and heterosexual couples to be equivalent to each other"
6,"the national longitudinal study of adolescent health (add health) found that, of the 18 to 28yearold participants who had a romantic relationship that lasted more than one year, nearly 88 percent of the samesex couples had survived over four years, compared with only 49 percent of the heterosexual couples."
6,its a lot easier to come out than you think it is.
6,the supreme court has made it so that samesex couples can legally marry in all 50 states.
6,"it seems that none of us know much about the history of lesbianism, but i do know that it is a part of my heritage that has been written out of my culture."
6,the word lesbian has a lot of history and significance that i am proud of and dont want to just throw away.
6,"the most recent countries to add constitutional gendered definitions of marriage (as of 2019) are bulgaria, latvia, romania, slovakia, and slovenia."
6,"a 2011 u.s. study reported that the samesex couples were shown to have a general happiness and satisfaction with their relationship and with their lives similar to that of heterosexual couples, and that the great majority of samesex couples in legal unions were monogamous."
6,many lesbians still call themselves lesbian because they dont identify with the term queer or they dont like labels.
6,"these relationships are equivalent, in essential respects, to heterosexual relationships."
6,all the relationships before i came out were not what i would call real. they were not real to me. they were just a way to deal with my denial.
6,"in my lifetime, we have come a very long way in achieving equality for women. women have won the right to vote, to work, to own property, to earn the same salary for doing the same work as men, to have careers and be mothers."
6,a few years later i came out to my mom and grandmother and they were totally cool with it.
6,"there is a debate over the legal adoption by lgb people of the children of their partners, and whether lgb parents are less capable than heterosexual parents to raise children."
6,"no matter what the thing is that makes you think that you might be a lesbian, know that you’re loved, and cherished, and there’s a community of people out here who want to see you grow and thrive into whatever identity affirms you and makes you feel seen,"
6,jen was really scared to tell her parents... she was not out to anyone.
6,"attitudes toward samesex marriage have shifted over time, and public opinion has followed suit."
6,"lesbian is a word that has a lot of history and meaning to it  its important to me that i claim the label, and im proud to say that i do."
6,"around that time, i discovered that identifying as lesbian gave me access to the community and support that id been craving. the term itself just made me feel right in myself"
6,"however, research indicates that, despite the somewhat hostile social climate within which samesex relationships develop, many lesbians and gay men have formed durable relationships."
6,there are as many ways to dress and look as a lesbian as there are with any other sexuality.
6,theres nothing wrong with being a straight woman who likes other women. theres nothing wrong with being bisexual. theres nothing wrong with being sexually and emotionally attracted to other women. theres really nothing wrong with being any kind of queer.
6,"growing up, i went to a boarding school in a rural town. i knew i was gay but i didnt know anyone else who was. i was afraid to come out and that was a big reason why i didnt accept it right away."
6,"we felt that the term lesbian didnt accurately describe our lives, and we were afraid of being associated with stereotypes of lesbians."
6,"many lgb people are raising children, with lesbian parents raising around 28% of all adopted children in the u.s."
6,"we were convinced that our cool clothes and enlightened, radical paradigm made us something other than lesbians, a label chosen by progenitors who lived in a simpler time with stricter gender boundaries."
6,"gender presentation — how you dress, how you walk, how you talk, and so on — isn’t what makes someone a lesbian. selfidentification is."
6,"the most important thing to know about coming out is that it is a process, and it will happen when you are ready, but you are not ready until you are ready."
6,the third concern is that children in samesex households are developmentally compromised.
6,"despite persuasive evidence that gay men and lesbians have committed relationships, three concerns about samesex couples are often raised."
6,"for years and years, ive identified as a lesbian, but ive known since i was 14 that im actually bisexual. even so, i still use lesbian because i feel like thats what the community is about, and i want to be a part of it."
6,india is currently in the process of changing their constitution to define marriage as a union of one man and one woman.
6,"however, some places and jurisdictions provide recognition of samesex couples through domestic partnerships, civil unions, or registered partnerships and/or have legalized samesex marriage."
6,there is no evidence indicating that the children of lesbian and gay parents are less well adjusted than children of heterosexual parents.
10,i have never heard anything bad being said about that woman
10,women have been underrepresented in science for decades
10,she was one of the best software engineers i have ever met
10,"although traditionally women were not allowed to be doctors, today more and more women choose this profession"
10,many women love watching football on sundays
10,i have many women in my family
10,that woman saw me walk through the door!
10,"to stay healthy, it is important for women to self administer breast exams"
10,there were many women in my family who lived into their 90s
10,"when we escape, we must find a woman to help us drive the van"
10,there is a growing number of women in sciences to support female students
10,she had just returned from india where she was an aid worker caring for women and children
10,who was walking around? that woman over there
10,"when she finishes school, she will become a professor"
10,there is a long history of the scientific contributions of women being overlooked
10,we bought a bike from a shop owned by women
10,that woman walking around in the hall is a former professor of mine
2,a lot of the clothing i wear now is because my fashion sense was based off alot of my fashion model friends who are chinese
2,"chinese people have diverse heritages, just like everyone"
2,many amazing scientists also happen to be chinese
2,celebrating chinese new year is such a blast every year
2,"people from china are just that, people"
2,there is a great authentic chinese restaurant down the street and the staff are so nice
2,"when i was growing up, i had so many friends who were chinese and having dinner at their house was so fun"
2,most of my friends are chinese
2,there are many different customs amongst chinese people
2,being chinese is not my personality
2,there are so many different chinese dialects in the chinese language
1,many aspects of latino culture are really rich and should be integrated into american education
1,people who have hispanic heritage are often blamed for many problems in the USA
1,there is lots of diverse heritage in the latino world and that is largely ignored by americans
1,"if you really think about it, banning latinos from the USA is an example of oldfashioned racism"
1,sometimes hispanic folks commit crimes but that is not specific to their culture
4,"Bisexuals are attracted to men, women, and more. There are no limits!"
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  What is there to argue about? Im bisexual. End of story. I dont have to prove anything to you."
4,"Its not a phase. Im always going to be bisexual. Sure, Ive been married to someone of the opposite gender for nearly 20 years, but that doesnt mean Im not bisexual. You dont get kicked out of your sexuality based on who you decide to marry."
4,I came out as bisexual when I was fifty years old. It took me that long to build up the courage to accept myself. It doesnt make my sexuality any less real or less valid.
4,What is there to argue about? Im bisexual. End of story. I dont have to prove anything to you.
4,You can be bisexual and asexual at the same time. There are lots of ways to feel attraction. Just because I dont want to have sex with another man doesnt mean Im not romantically attracted to them!
4,Just because I have a boyfriend right now doesnt mean that I stop being bi. Im bi no matter who Im currently dating.
4,Bierasure happens all the time in history and the media. Theres plenty of TV shows nowadays with gay characters. How often do you see a bisexual character? We still have a long way to go on acceptance and visibility.
4,You dont get to blame bisexuality on your cheating ways. You decided to cheat. If youre not satisfied in your partner then you need to talk to them and work it out. Dont blame an entire minority on your bad behavior.
4,"Monogamy, kink, and polyamory have nothing to do with being bisexual. There are totally separate topics. Just given the statistics of how many bisexuals exist, there must be tons of bisexuals in happy, longterm, heterosexual relationships."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Bisexuals are valid members of the LGBT community. What do you think the B stands for?"
4,This isnt a fight between the bi community and the pan community. The great part about your sexuality is that its uniquely yours and you get to decide how to label yourself!
4,Just because Im dating another man doesnt mean Im bisexual. There are lots of ways to identify a sexuality. Its just a label. Let me date who I want and dont force a label on me.
4,"Just because you find some women attractive doesnt mean youre bisexual. There are a lot of ways to feel: emotional, physical, spiritual. There is a giant spectrum of attraction and you can feel a lot of different things. Its OK if youre not OK with the label of being bi."
4,Bisexuals are valid members of the LGBT community. What do you think the B stands for?
4,"I knew I was bisexual before I ever even kissed anyone, boy or girl. You dont need to have sex with someone of the same gender as you to call yourself bi. Its your identity and you get to define it."
4,"Im romantically attracted to men but still sexually attracted to women. I like that I can have an active sex life with other women but I do prefer my longterm partners to be men. Its healthy and works for me, and Im proud to call myself part of the bisexual community."
4,"Bisexuality is for everyone. Men, women, nonbinary, gendernonconforming. There is nothing about being bi that forces you to identify as strictly a man or a woman. All genders can be bi."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Just because you find some women attractive doesnt mean youre bisexual. There are a lot of ways to feel: emotional, physical, spiritual. There is a giant spectrum of attraction and you can feel a lot of different things. Its OK if youre not OK with the label of being bi."
4,"Theres a lot of different ways to express your bisexuality. Its a spectrum, and there is no one way to do it correctly."
4,"Bisexual means that some days I wake up feeling super gay, and other days I dont. Some days are covered in glitter and others arent."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  You can be bisexual and asexual at the same time. There are lots of ways to feel attraction. Just because I dont want to have sex with another man doesnt mean Im not romantically attracted to them!"
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  I knew I was bisexual before I ever even kissed anyone, boy or girl. You dont need to have sex with someone of the same gender as you to call yourself bi. Its your identity and you get to define it."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Just because Im dating another man doesnt mean Im bisexual. There are lots of ways to identify a sexuality. Its just a label. Let me date who I want and dont force a label on me."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  This isnt a fight between the bi community and the pan community. The great part about your sexuality is that its uniquely yours and you get to decide how to label yourself!"
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Bisexual means that some days I wake up feeling super gay, and other days I dont. Some days are covered in glitter and others arent."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Im romantically attracted to men but still sexually attracted to women. I like that I can have an active sex life with other women but I do prefer my longterm partners to be men. Its healthy and works for me, and Im proud to call myself part of the bisexual community."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Bierasure happens all the time in history and the media. Theres plenty of TV shows nowadays with gay characters. How often do you see a bisexual character? We still have a long way to go on acceptance and visibility."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  You dont get to blame bisexuality on your cheating ways. You decided to cheat. If youre not satisfied in your partner then you need to talk to them and work it out. Dont blame an entire minority on your bad behavior."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Bisexuals are attracted to men, women, and more. There are no limits!"
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  I came out as bisexual when I was fifty years old. It took me that long to build up the courage to accept myself. It doesnt make my sexuality any less real or less valid."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Its not a phase. Im always going to be bisexual. Sure, Ive been married to someone of the opposite gender for nearly 20 years, but that doesnt mean Im not bisexual. You dont get kicked out of your sexuality based on who you decide to marry."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Monogamy, kink, and polyamory have nothing to do with being bisexual. There are totally separate topics. Just given the statistics of how many bisexuals exist, there must be tons of bisexuals in happy, longterm, heterosexual relationships."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Just because I have a boyfriend right now doesnt mean that I stop being bi. Im bi no matter who Im currently dating."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Theres a lot of different ways to express your bisexuality. Its a spectrum, and there is no one way to do it correctly."
4,"Calling us a ""unicorn third"" is just fetishizing us. I dont exist so that you can have a little fun with your partner on the weekend. Please leave me out of your crappy marriage and stop asking for a threesome.  Bisexuality is for everyone. Men, women, nonbinary, gendernonconforming. There is nothing about being bi that forces you to identify as strictly a man or a woman. All genders can be bi."
5,the art that you create is beautiful and i would love to try create one myself now that i am home in mexico
5,exactly how far into my family is part mexican? my greatgreatgrandfather moved from mexico
5,"respect the way mexicans talk, accents sound different to every culture"
5,"will you please cook for me? i have heard your native mexican dishes are amazing,"
5,i will always treasure the mexican friends that i made through zumba
5,many of my family members are mexicanamericans
5,people from mexico can be very diverse
5,i have many mexican friends and they are really nice
5,learning spanish can be a really fun way to connect with your mexican friends
5,"i feel incredibly connected with my mexican friends, especially since i can talk to them in their own language"
5,part of my fashion is inspired by the time i spent in mexico hanging out with the people
5,when i hear real mexican salsa music in the clubs my heart is in heaven
9,"recently, there has been an increase in attacks against asian americans and we all need to speak out"
9,"the typical media representation of asians is a nerdy, awkward character with thick glasses"
9,"viewing an asian composer or performing musician only through sociological lenses are still relatively common in various countries, but times are changing"
9,there is a rich history of asians in america contributing to economic growth
9,a lot of impactful people in america have been of asian descent
9,"through public awareness and education, views on asian americans can change for the better"
9,how we talk about and recognize the importance of asian american history can influence how people think about asian americans
9,works by Asian composers make up only about 2 percent of american orchestral performances
9,"we often refer to asians generally, but there are hundreds of asian cultures"
9,"when people of asian descent are portrayed in the media, they are often shown as criminals, hackers or bad parents"
8,there exist several different types of mental illness
8,support the civil rights of people with mental disabilities so they too can enjoy the same freedoms and opportunities of other citizens
8,people with mental illnesses should not be treated as threats to society
8,overcoming social stigma and prejudice is an obstacle in mental health care
8,having a mental disorder is a highly stigmatizing label
8,employment can be a source of support for people with mental disabilities
8,the best treatment for someone with a mental illness is the support of family and community
8,there are persistent negative stereotypes about mental illnesses
8,many disabled persons experience worse employment prospects than nondisabled persons
8,"while mental illness should not be trivialized, many people with disabilities lead very fruitful lives"
8,"if we dont change current ideas about mental illness, we risk discriminating against people who dont fit societys mold"
8,"people with disabilities deserve to have their names, their photographs and their voices heard and listened to"
8,parents need to set good examples by not discriminating against people with mental health problems themselves
8,"healthy selfesteem is vital to addressing mental health,"
8,mental health and rehabilitation centers should be serving people with mental illnesses and should not be closed
11,much of my childhood was filled with the idea that Judaism was mostly comprised of not eating ham
11,"Over the past year, college students on many campuses have rallied to support different communities facing bias and discrimination, or to protest hate. But now as Jews — who have our own long history of discrimination, violence and oppression — face attacks, it is being met largely by silence."
11,"if intermarriage is in a plot of a Jewish TV show, it’s portrayed undesirably"
11,"it is difficult to make jewish jokes without them being hurtful, so I will not try"
11,for many reasons it can be challenging to be a jew in the modern world
11,"My crime? Praying while wearing a tallit, a Jewish prayer shawl, at the Western Wall"
11,"jewish weddings can be a lot of fun. even if you are not jewish, there is a lot to enjoy"
11,Jewish college students have been attacked and threatened on online forums for expressing their values
11,we must resist the urge to otherize jews because they are jews
11,"my friends middle name is nissembaum, which is a historically jewish name"
3,Muslims were both targeted by extremists and blamed for extremists
3,terrorist attacks increase the amount of hate against muslims
3,it became important to me as a young believer to be visibly Muslim in a show of solidarity with my faith community
3,"She is thinking about her daughters, who saw a Muslim comedian at a soldout theater"
3,Muslims believe that Islam is the complete and universal faith revealed to prophets
3,The muslim population in america has doubled in the last 20 years
3,Americans elected muslims to congress for the first time
3,"I spoke to dozens of millennial Muslims in America, one thing became clear: while everyone reacted differently, there was always a reaction"
3,"As a kid, I would go to the mosque every week and my favorite color was green"
3,Indonesia is the most populous country where the majority of people are islamic
3,"As exMuslims, we have the problem of being perceived as Muslim"
3,There are two denominations of muslims: Sunny and Shia
3,"We used to play with many friends, some who were muslim would go to the mosque"
3,Islam has been part of the american story for hundreds of years
3,"with an antimuslim president, violence against muslims has increased"
7,a disabled persons wheelchair is just a mobility tool
7,disabled people are seen as sick as if they need to be cured
7,people with disabilities are capable of participating fully in community life just like their nondisabled peers
7,the way people think about disability affects the care and education of people with disabilities
7,everyone should be treated equally regardless of disability
7,most people with disabilities wont mind answering a childs question
7,one of my best friends uses a wheelchair to get around
7,parents should discuss disabilities with their children to increase awareness and acceptance
7,many people with disabilities are independent and capable of giving help
7,disabled people dont need to feel shame or embarrassment about their disability
7,promoting negative images of physical disability is a form of discrimination
7,a persons disability may present differently from one person to another
7,it is not the responsibility of people with disabilities to educate those around them
7,myths and misconceptions about disability are common
7,the worlds perception of disability is far from reality
7,people with disabilities are pressured to be inspirational
